#OTU ID	AJ414	AP114	AS114	AT414	JJ114	JJ415	JJ515	JP315	JP414	JP515	JS115	JS415	JT115	JT314	JT415	OJ415	OJ514	OJ515	OJ615	OP315	OP515	OP614	OP615	OS115	OS214	OS415	OS615	OT115	OT414	OT415	OT515	Taxonomy
OTU100	10	6	0	126	9	21	34	2	3	0	1	2	124	133	39	2	14	4	9	0	0	12	0	1	25	3	0	19	359	8	9	GS|100.0|JN053164|SH200057.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU101	0	0	0	28	0	0	2	0	0	0	0	0	2	197	1	0	0	0	1	0	0	0	0	0	0	0	0	0	706	2	0	US|0.6948|JF691019|SH023335.07FU;k:Fungi
OTU102	0	199	3	31	3	2	3	26	159	11	1	1	44	28	21	3	0	1	0	6	11	216	14	3	7	7	0	7	83	2	3	GS|99.5|KF221472|SH221826.07FU;k:Fungi
OTU103	6	96	28	29	151	42	49	5	2	2	1	1	3	56	0	43	36	20	28	3	7	105	8	2	54	23	3	24	7	11	11	GS|100.0|EF159560|SH206396.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae
OTU104	2	2	409	0	0	13	2	9	0	5	2	0	1	0	1	0	0	2	0	2	2	0	7	0	4	0	0	1	0	1	22	GS|100.0|EU082230|SH194012.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Cystofilobasidiaceae,g:Cystofilobasidium,s:Cystofilobasidium macerans
OTU105	0	0	0	5	0	0	6	0	0	0	2	0	0	7	0	341	37	31	0	0	0	0	0	0	0	0	0	21	0	0	21	GSL|100.0|LK023818|SH205046.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema
OTU106	0	0	14	3	0	0	0	1	0	0	21	17	4	0	0	0	0	0	0	0	0	0	0	50	300	52	0	0	4	0	0	GS|100.0|AJ244255|SH204395.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,g:Phaeotheca,s:Phaeotheca fissurella
OTU107	0	0	0	270	0	0	1	0	0	0	0	0	3	104	2	0	7	0	0	0	0	0	0	0	0	2	0	0	457	0	6	SS|0.2500|HM239708|SH183854.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes
OTU108	227	95	0	7	0	0	0	7	59	3	0	0	10	15	11	0	4	0	3	2	5	186	4	0	1	0	0	2	36	1	5	GS|97.5|HM589280|SH025567.07FU;k:Fungi,p:Basidiomycota
OTU110	18	7	1	81	9	41	51	0	8	0	2	2	54	105	24	24	9	8	10	0	0	0	0	0	10	1	1	8	299	7	9	GS|100.0|FJ554038|SH211751.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU111	0	0	0	45	0	0	1	0	0	0	0	0	1	122	0	0	0	1	0	0	0	0	0	0	0	0	0	4	509	1	0	US|0.7644|KF617857|SH023309.07FU;k:Fungi
OTU112	0	41	0	0	0	0	0	0	58	4	0	0	0	0	0	0	0	0	0	2	3	384	6	0	0	0	0	0	0	0	0	SS|1.0000|JN906140|SH022043.07FU;k:Fungi
OTU113	24	0	46	1	5	2	0	4	0	8	3	35	6	1	18	2	1	0	0	27	17	0	38	2	4	21	1	22	0	51	77	GS|100.0|EU002865|SH197623.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Filobasidium,s:Filobasidium oeirense
OTU114	0	3	0	20	49	52	47	1	4	1	0	3	8	48	6	66	28	42	27	4	2	0	1	0	1	0	0	17	43	10	4	GS|100.0|JX385917|SH186594.07FU;k:Fungi,p:Ascomycota
OTU115	84	0	0	23	240	32	15	2	3	0	0	0	4	123	5	7	10	8	5	0	0	0	1	1	0	0	0	3	83	3	4	GS|99.0|HM239875|SH202297.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Rachicladosporium
OTU117	10	2	0	39	3	2	1	1	6	0	14	0	5	2	9	3	67	9	0	0	1	0	90	1	0	0	0	59	187	40	8	GSL|100.0|AF387772|SH216362.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula
OTU118	21	0	0	19	0	0	0	0	0	0	0	2	0	0	2	2	6	0	3	5	6	0	2	104	0	23	0	450	35	92	2	GS|98.9|JX136494|SH022608.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU119	0	0	0	3	0	0	0	1	0	1	4	6	0	0	0	0	0	0	0	2	12	47	15	91	6	210	19	2	0	2	4	GS|100.0|DQ182589|SH194487.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala xenobiotica
OTU120	0	4	1	56	0	20	15	0	0	0	0	0	6	8	0	3	4	1	1	0	0	0	0	0	0	0	0	3	277	6	1	GS|100.0|KX065281|SH216297.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pyronema
OTU121	0	0	0	0	0	0	1	0	0	0	156	123	0	0	0	0	0	0	0	0	0	0	0	55	0	8	0	0	0	0	0	SS|0.7600|AF444680|SH216363.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula
OTU122	7	7	0	66	129	43	63	0	3	1	0	0	2	17	0	57	61	52	19	1	1	3	1	0	0	1	0	7	23	4	4	GSL|100.0|KP131634|SH203414.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus
OTU123	0	0	0	45	0	0	0	0	0	0	0	0	133	58	36	0	0	0	0	0	0	7	0	0	0	0	0	5	274	3	5	US|0.7747|AY452498|SH213886.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Caliciaceae
OTU124	0	92	0	6	0	1	1	7	114	4	0	0	6	15	0	0	1	0	0	3	8	131	7	2	0	0	0	1	2	0	0	SS|0.7600|KF036595|SH529998.07FU;k:Fungi
OTU125	0	19	0	53	5	18	5	3	20	1	1	0	89	79	61	4	0	9	0	0	0	0	1	0	3	0	0	11	140	0	3	SS|1.0000|KF221678|SH221826.07FU;k:Fungi
OTU126	0	3	35	1	0	0	0	0	5	19	49	81	0	1	0	0	0	0	0	0	2	6	0	26	16	35	28	0	4	0	0	GS|100.0|FR718483|SH005164.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae
OTU127	12	28	0	245	0	14	4	9	5	0	0	3	16	154	5	3	5	1	1	1	4	0	0	0	0	0	0	8	174	7	75	GSL|100.0|FR718460|SH200070.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Aureobasidiaceae
OTU128	0	0	0	0	0	0	0	0	0	0	11	5	0	5	1	0	0	0	0	0	0	0	1	60	7	32	170	0	0	2	39	GS|100.0|KC966100|SH182101.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Dioszegia
OTU129	0	12	0	278	24	6	4	0	7	0	0	0	4	9	0	4	2	0	0	1	2	5	1	0	0	0	0	1	48	0	17	GSL|100.0|KM189622|SH207148.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU130	0	100	0	14	0	0	0	11	56	5	1	0	3	2	3	0	0	0	0	5	2	133	1	0	0	0	0	3	4	0	3	GS|97.2|JN905245|SH212425.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes
OTU131	114	27	0	43	59	5	6	0	8	0	0	0	1	9	1	27	39	12	8	1	1	96	0	0	1	3	0	11	9	2	3	GS|100.0|AY591343|SH178707.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma terrea
OTU132	9	2	0	6	24	66	63	0	1	0	0	0	11	6	12	31	80	27	9	0	0	1	0	0	0	1	0	2	77	6	2	GS|99.1|GQ153059|SH187009.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU133	0	46	2	19	2	0	0	2	63	7	12	6	16	80	5	0	0	1	0	2	7	84	6	11	95	53	0	5	9	0	2	US|0.7552|MF976590|SH193471.07FU;k:Fungi,p:Ascomycota
OTU134	16	1	0	37	23	39	13	0	0	0	0	0	6	106	10	3	7	2	1	0	0	0	1	0	0	0	0	9	86	5	0	GS|99.4|AY843140|SH027304.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU135	0	0	8	2	0	4	2	0	7	0	21	11	17	0	0	0	0	0	0	0	0	0	0	23	364	31	0	0	0	0	0	US|0.9865|JN905681|SH212425.07FU;k:Fungi
OTU136	0	0	0	92	0	0	0	0	0	0	0	0	3	1	9	0	1	0	0	0	0	1	0	0	0	0	0	2	270	2	1	GS|100.0|AY761179|SH201614.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU137	0	2	0	0	192	106	60	0	0	0	0	0	3	5	3	21	13	25	15	0	0	0	0	0	0	0	0	5	0	0	0	US|0.9921|EF159436|SH011830.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU138	0	211	3	23	0	0	0	6	55	5	6	1	10	23	2	0	0	0	0	0	0	35	3	4	33	8	0	1	19	2	1	SS|1.0000|JN904443|SH212425.07FU;k:Fungi
OTU139	323	5	0	5	86	77	32	0	0	0	0	0	5	12	1	5	6	7	5	0	0	0	1	0	1	0	0	0	6	0	1	US|0.9998|KT289554|SH205790.07FU;k:Fungi
OTU140	0	5	0	87	18	13	37	0	0	0	0	1	3	3	0	111	58	53	6	1	0	0	0	0	0	1	0	9	0	4	2	GSL|100.0|KP266931|SH204421.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae
OTU141	0	0	0	0	0	3	0	4	10	0	0	2	0	9	2	10	326	4	10	0	0	0	1	0	0	4	0	6	11	0	13	GS|99.4|GU237793|SH186594.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma,s:Phoma acetosellae
OTU142	47	9	0	39	62	200	142	1	4	0	0	2	33	25	30	52	29	37	25	0	1	2	1	0	0	1	0	12	41	9	7	US|0.9934|JX978256|SH200066.07FU;k:Fungi,p:Ascomycota
OTU143	1	75	3	96	4	5	2	9	78	7	4	7	13	12	18	0	1	1	0	3	4	26	6	7	14	15	0	1	29	0	1	SS|1.0000|KF221472|SH221826.07FU;k:Fungi
OTU144	1	0	0	13	1	8	0	0	0	0	0	0	3	2	9	46	24	41	16	0	0	0	0	0	0	0	0	11	203	17	17	SS|0.0100|EF419982|SH192115.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU145	14	6	1	5	22	70	27	5	3	2	3	3	45	8	13	14	8	9	6	3	7	7	11	8	1	5	0	40	27	12	53	GS|100.0|JX845294|SH008122.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma,s:Phoma herbarum
OTU146	6	2	0	40	0	0	0	0	9	1	0	0	36	39	13	0	0	0	0	0	0	1	0	0	0	0	0	2	121	5	5	GS|100.0|KF221672|SH221826.07FU;k:Fungi
OTU147	173	0	1	9	0	0	1	0	1	0	0	0	7	4	7	0	1	0	1	0	0	0	1	0	0	0	0	2	44	1	16	GS|100.0|KF221561|SH221826.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU148	35	0	0	15	129	10	26	1	22	0	0	0	2	70	1	1	13	1	0	3	2	0	3	6	3	0	0	0	31	3	3	GS|100.0|FJ005113|SH198390.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Glarea,s:Glarea lozoyensis
OTU149	10	0	0	6	18	48	35	0	5	0	0	0	13	17	2	21	13	10	3	0	0	0	0	0	0	0	0	3	108	0	0	US|0.9865|EU480260|SH021358.07FU;k:Fungi
OTU150	0	79	0	0	0	2	0	3	77	2	0	0	3	0	0	0	1	0	0	1	2	80	0	0	0	0	0	0	0	0	0	US|0.9980|AF042453|SH211747.07FU;k:Fungi
OTU151	0	0	0	1	0	0	3	0	1	8	0	0	11	3	0	30	53	35	28	1	72	0	1	0	0	1	0	4	0	10	2	GS|100.0|KY679177|SH186594.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Chaetopyrena,s:Chaetopyrena penicillata
OTU152	0	80	0	6	0	0	1	1	16	4	0	0	3	0	2	0	0	1	0	8	14	327	8	1	0	1	0	0	6	1	0	GS|99.0|FJ553951|SH017349.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae
OTU153	2	10	0	60	12	6	4	0	1	0	0	0	1	21	2	33	61	27	2	0	1	0	0	0	0	0	0	4	9	0	3	GSL|100.0|JX867233|SH187563.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia
OTU154	0	9	0	0	0	0	0	0	0	0	7	30	2	0	0	1	5	1	0	27	14	20	8	41	3	233	278	12	0	6	29	GS|100.0|AF444292|SH194775.07FU;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium pinicola
OTU155	2	0	0	0	0	0	2	0	0	0	10	3	3	0	0	1	5	5	41	0	0	0	1	89	0	20	1	27	0	9	9	GS|100.0|AB078491|SH194776.07FU;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium slooffiae
OTU156	0	1	0	0	12	2	0	0	0	0	0	0	1	0	0	28	77	21	10	0	1	10	0	0	4	0	0	1	43	1	1	GS|100.0|HQ116401|SH177636.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora,s:Nigrospora oryzae
OTU157	0	0	0	6	0	8	5	0	0	0	0	0	5	0	4	68	64	71	23	0	0	0	0	0	0	0	0	5	37	3	2	US|0.9942|AY843061|SH204788.07FU;k:Fungi
OTU158	0	9	0	30	1	4	2	1	3	0	0	0	52	47	20	0	0	0	0	0	0	1	0	0	12	0	0	7	109	2	0	SS|1.0000|MF966003|SH193471.07FU;k:Fungi
OTU159	0	67	4	10	0	3	0	14	37	15	5	1	8	19	4	0	19	0	0	1	2	104	4	4	22	13	0	1	9	1	0	US|0.9990|KF221789|SH221826.07FU;k:Fungi
OTU160	0	47	0	3	0	0	0	8	39	3	2	0	1	0	2	0	1	0	0	2	11	166	16	0	1	0	0	0	0	0	0	US|0.6491|JF945341|SH183422.07FU;k:Fungi
OTU161	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	GS|98.1|JN905324|SH022043.07FU;k:Fungi
OTU162	3	123	0	6	8	16	12	18	178	3	0	1	30	52	24	1	1	3	0	0	0	21	3	0	0	0	0	0	16	0	1	GS|97.8|JN905463|SH212425.07FU;k:Fungi,p:Ascomycota
OTU163	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|1.0000|KF222096|SH221826.07FU;k:Fungi
OTU164	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|97.3|JN904934|SH022043.07FU;k:Fungi,p:Basidiomycota
OTU165	0	10	0	19	319	10	4	1	0	4	0	1	1	61	1	4	8	9	3	3	0	0	3	6	3	0	0	3	21	4	13	GS|99.5|JX043063|SH183855.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Rutstroemiaceae
OTU166	2	6	0	20	0	0	1	3	3	4	0	0	52	23	6	0	0	0	0	1	1	9	0	1	2	0	1	7	78	2	9	US|0.5739|JN905528|SH022043.07FU;k:Fungi
OTU167	40	48	13	24	30	21	43	6	32	5	0	2	32	17	9	7	16	4	4	4	4	5	9	0	8	3	0	0	54	1	4	GS|99.4|JX188194|SH021360.07FU;k:Fungi,p:Ascomycota,c:Arthoniomycetes,o:Lichenostigmatales,f:Phaeococcomycetaceae,g:Phaeococcomyces
OTU168	0	0	0	39	0	0	0	1	0	0	0	0	58	86	5	0	0	0	0	0	0	3	0	0	1	0	0	6	164	1	2	US|0.5786|MF976597|SH193471.07FU;k:Fungi,p:Ascomycota
OTU169	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	14	1	2	0	0	3	0	0	0	0	0	5	0	170	1	GSL|100.0|AB073252|SH216363.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula kratochvilovae
OTU170	12	22	4	10	6	0	2	3	24	5	0	0	17	21	7	0	0	0	0	4	6	54	1	0	1	0	0	1	22	0	2	GS|97.9|JN905432|SH022043.07FU;k:Fungi
OTU171	0	0	0	0	0	0	0	0	0	0	76	24	5	0	0	0	0	0	0	0	0	0	0	134	0	16	0	5	0	0	0	US|0.1088|JX915381|SH179377.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes
OTU172	0	25	0	44	1	9	3	3	66	5	0	0	81	59	27	0	0	1	0	0	1	13	1	0	2	0	0	11	65	11	3	GS|98.3|KF222236|SH221826.07FU;k:Fungi
OTU173	32	0	0	1	2	17	16	0	0	0	0	0	0	0	0	68	28	50	30	0	0	0	0	0	0	1	0	1	0	0	0	GS|98.3|KT759278|SH196013.07FU;k:Fungi
OTU174	0	32	0	1	0	0	1	1	142	0	0	0	0	2	1	0	0	0	0	0	3	30	0	0	0	0	0	0	2	2	0	GS|100.0|KF222170|SH221826.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae
OTU175	0	2	1	41	0	1	0	0	1	0	2	0	63	20	7	0	0	0	0	0	1	0	0	1	6	1	0	8	39	0	3	SS|1.0000|JX136043|SH494287.07FU;k:Fungi
OTU176	3	9	0	42	0	16	10	0	10	1	0	0	32	27	4	2	4	1	3	0	1	4	0	0	0	0	0	2	35	2	3	US|0.9996|None;k:Fungi
OTU177	0	0	0	68	16	0	2	0	0	0	0	0	5	391	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	GS|98.6|HM239878|SH183854.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU178	19	11	0	80	0	23	15	1	7	0	0	0	67	55	47	1	2	3	0	0	0	0	0	0	0	0	0	7	40	1	3	GS|99.5|KF221420|SH221826.07FU;k:Fungi
OTU179	7	4	0	0	10	26	48	0	0	1	0	0	16	48	3	8	8	22	6	1	2	0	1	0	5	0	0	5	0	4	6	GS|99.0|KF221670|SH221826.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria
OTU180	0	0	0	36	0	0	1	0	0	0	0	0	8	305	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	2	0	GS|97.4|HM239765|SH209938.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU182	0	0	0	52	0	1	0	0	0	0	0	0	57	17	17	0	0	0	0	0	0	0	0	0	0	0	0	4	35	9	2	GS|97.0|AY971693|SH017704.07FU;k:Fungi
OTU183	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|1.0000|AB490723|SH020165.07FU;k:Fungi
OTU184	0	99	0	2	0	3	1	7	152	13	0	1	1	5	2	0	1	0	0	0	1	27	12	1	7	5	0	0	0	0	0	US|0.9997|GQ516234|SH202968.07FU;k:Fungi
OTU185	31	4	0	41	28	31	24	1	2	1	0	1	35	27	23	2	1	1	13	0	0	0	0	0	0	0	0	0	50	3	2	GS|97.3|KF222269|SH221826.07FU;k:Fungi
OTU186	1	5	6	30	0	0	0	0	3	0	9	1	26	29	3	1	1	0	0	0	0	3	0	2	12	6	0	2	74	4	2	US|0.5395|JN905809|SH212425.07FU;k:Fungi
OTU187	7	3	0	77	0	6	3	0	10	0	0	0	32	77	11	0	8	0	0	0	1	4	0	0	0	0	0	8	100	20	25	GS|100.0|AY843177|SH013438.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU188	0	29	3	28	1	1	1	2	37	0	5	1	2	8	1	1	4	0	0	1	0	3	0	3	98	5	0	2	2	0	0	US|0.9928|MF976009|SH193471.07FU;k:Fungi
OTU189	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	5	68	61	GS|98.6|KF515897|SH222213.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Ceratocystidaceae,g:Ceratocystis,s:Ceratocystis minor
OTU190	18	42	2	18	5	4	4	3	55	6	1	1	43	122	11	2	0	0	0	1	2	52	1	3	17	2	1	2	70	2	6	GS|100.0|KC966080|SH211685.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Cryptococcus
OTU191	0	1	0	44	0	1	0	1	6	0	0	1	34	28	15	0	1	0	2	0	0	0	0	0	0	0	0	5	35	2	9	GS|98.4|JN905106|SH022043.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Neocatenulostroma
OTU192	0	0	0	2	0	0	0	0	0	0	0	0	10	2	1	0	0	0	0	0	0	42	0	0	0	0	0	0	203	0	0	GS|99.5|JQ813703|SH179325.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Parmeliaceae,g:Melanohalea
OTU193	0	0	0	18	0	0	0	0	0	0	0	0	17	32	3	0	0	0	0	0	0	0	0	0	0	0	0	5	98	3	2	US|0.9910|AM999609|SH459660.07FU;k:Fungi
OTU194	78	0	0	0	20	3	1	1	0	0	0	0	0	0	21	2	1	1	2	5	3	0	5	0	1	0	0	3	0	7	1	GS|99.4|AF444441|SH215454.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleraceae,g:Bullera,s:Bullera unica
OTU195	5	0	1	0	5	0	1	14	1	8	8	53	7	0	5	2	4	2	5	3	2	0	5	1	0	1	1	1	7	3	17	GSL|100.0|KC427077|SH194973.07FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Sporobolomyces
OTU196	4	5	2	6	28	25	24	0	2	2	0	2	15	43	4	7	20	10	4	0	1	0	1	0	0	2	0	10	3	3	8	GS|100.0|KF887077|SH199529.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria
OTU197	1	10	0	1	0	0	43	0	109	0	0	0	8	17	0	4	8	1	0	0	0	2	0	0	0	0	0	3	15	14	7	GS|100.0|AY853248|SH203497.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta,s:Pyrenochaeta cava
OTU198	199	0	0	5	0	0	1	0	0	0	1	0	0	55	0	0	0	0	1	0	0	0	0	0	0	0	0	2	77	2	1	US|0.9980|JX385293|SH004909.07FU;k:Fungi
OTU199	0	0	0	36	0	0	3	0	3	0	0	0	66	58	11	3	0	0	0	0	0	0	0	0	0	0	0	7	17	1	0	US|0.7859|KJ462268|SH529633.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Trapeliales,f:Trapeliaceae
OTU200	0	0	0	0	0	0	0	0	1	0	21	16	0	0	0	0	0	0	0	0	0	0	0	89	0	9	0	0	0	0	0	US|0.6806|JX915381|SH179377.07FU;k:Fungi
OTU201	13	1	0	7	3	0	6	0	0	3	0	0	16	120	17	1	2	3	0	0	0	0	0	0	1	0	0	1	12	0	0	US|0.4263|JF945512|SH183422.07FU;k:Fungi
OTU202	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	136	1	0	0	0	0	GS|100.0|JN247818|SH216165.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Juncaceicola
OTU203	35	11	3	8	7	11	21	1	8	0	0	0	10	8	5	4	5	2	4	0	1	4	4	0	2	1	0	4	42	2	2	US|0.9890|JX043139|SH182995.07FU;k:Fungi,p:Ascomycota
OTU204	5	2	0	31	33	36	82	0	3	0	0	0	13	46	3	3	9	12	10	1	1	4	0	0	3	0	0	11	6	12	9	GS|99.1|KT359997|SH521512.07FU;k:Fungi,p:Ascomycota
OTU205	0	0	0	34	0	1	1	4	2	1	0	0	60	22	19	0	0	0	0	0	0	2	0	0	0	0	0	9	28	2	2	US|0.7859|AF189717|SH024834.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Lecanoraceae
OTU206	0	2	0	0	3	0	1	34	0	1	2	2	8	0	4	0	0	0	1	83	4	0	2	0	0	0	0	5	73	10	8	GSL|100.0|GU237784|SH186597.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU207	0	3	1	67	0	8	0	0	0	0	1	0	51	40	8	1	0	1	0	0	0	5	1	5	40	5	0	5	112	1	3	US|0.6637|EF373580|SH014429.07FU;k:Fungi
OTU208	0	2	1	0	0	0	5	0	0	2	0	0	1	4	0	0	0	0	0	1	1	13	0	2	136	1	0	0	0	0	0	SS|1.0000|JN905635|SH212425.07FU;k:Fungi
OTU209	0	0	0	35	0	0	0	0	1	0	0	0	40	6	5	0	0	0	0	0	0	0	0	0	0	0	0	6	49	4	3	US|0.9698|AY843125|SH017608.07FU;k:Fungi
OTU210	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	139	0	0	US|0.3460|KC457124|SH174327.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes
OTU211	2	3	0	17	1	9	6	1	0	9	1	1	6	12	1	58	4	17	15	0	2	0	2	1	0	9	2	10	26	4	33	GS|98.9|JQ934837|SH186594.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma,s:Phoma adonidicola
OTU212	0	0	0	20	3	2	1	0	0	0	0	0	0	97	0	0	0	1	0	0	0	0	0	0	0	0	0	3	33	0	0	GS|98.2|AY843066|SH206049.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Constantinomyces,s:Constantinomyces minimus
OTU213	1	0	0	11	5	74	26	0	2	1	0	0	8	7	6	5	2	12	4	0	1	0	0	0	0	0	0	4	16	2	5	GSL|99.1|EU761211|SH208086.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Parmeliaceae,g:Melanelixia
OTU214	0	40	0	0	0	0	0	2	28	4	0	0	1	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	US|0.9996|JN905635|SH212425.07FU;k:Fungi
